Instance,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,Class Label
421,0.058349609,0.103221893,0.03325302,1.623020029,0.214355469,0.023925781,0.070224762,0.027580982,0.513327171,0.138183594,0.089389801,0.051072439,1.412424597,0.275878906,0.084728241,0.04187989,0.417773872,0.212890625,97.79882813,3.804751167,88.91479492,3.892138995,80.88110352,4.093723086,3.067529211,0.923517004,0.118639151,0.540883685,0
422,0.342041016,0.443828583,0.084027316,0.713592602,0.604736328,0.016845703,0.118755341,0.070239238,1.704653031,0.338378906,0.322471619,0.157869371,-0.116791393,0.651855469,0.316982269,0.199443057,0.32497237,0.726074219,97.81982422,27.24152781,94.70776367,28.04425559,92.09741211,28.56788504,48.74056063,0.964429727,0.07917609,0.421221087,0
423,0.042724609,0.063179016,0.014524666,0.62861911,0.097412109,0.013916016,0.045951843,0.017433818,-0.150678475,0.074707031,0.056324005,0.033766033,0.057623339,0.117919922,0.06463623,0.028724807,0.007037418,0.119628906,104.0705566,1.738846231,101.5446777,1.854564679,101.2937012,2.176180394,1.320234749,0.866763951,0.194670979,0.646171557,0
424,0.26171875,0.447471619,0.104208036,0.486361824,0.669677734,0.124267578,0.356513977,0.196026006,0.841197848,0.769775391,0.382713318,0.206578298,0.397754167,0.979736328,0.368759155,0.215861139,0.243025112,0.859619141,127.3466797,12.89983303,123.9924316,14.14826939,118.0251465,16.26068166,43.74578865,0.918713223,0.042374868,0.222249677,0
425,0.110595703,0.206783295,0.050273419,0.434958459,0.317138672,0.102294922,0.172569275,0.054892653,1.056191803,0.323242188,0.184604645,0.147327381,0.883044738,0.592529297,0.180683136,0.131248588,0.790198267,0.44921875,133.5683594,6.456526407,135.4929199,7.208390068,138.9726563,8.308724141,10.24446885,0.914762029,0.068349677,0.36854462,0
426,0.065429688,0.221355438,0.089415786,-0.196596823,0.372802734,0.041748047,0.098587036,0.059745778,1.857297611,0.282470703,0.176750183,0.11540281,0.277798366,0.431640625,0.167411804,0.104075881,0.391949093,0.387939453,125.2385254,5.301550313,123.6655273,6.78495313,121.7614746,8.508669187,8.31818665,0.924541518,0.136005006,0.490777357,0
427,0.337646484,0.462444305,0.049556667,-0.625097666,0.548339844,0.128173828,0.22518158,0.080193625,1.167069999,0.439453125,0.275157928,0.170520361,0.632132827,0.662597656,0.288356781,0.135149541,0.386283804,0.5703125,119.4206543,14.60858297,120.9240723,15.31742098,120.7453613,15.51872775,24.26353064,0.948442796,0.061047969,0.270258758,0
428,0.115966797,0.234989166,0.054908205,-0.303006197,0.326416016,0.123535156,0.20066452,0.050118065,0.390862272,0.324951172,0.202671051,0.144191768,0.904458587,0.570800781,0.190406799,0.119471713,1.017210243,0.539550781,135.9404297,5.092826432,136.7468262,5.893721392,138.0683594,6.828587287,14.76613481,0.820134332,0.062526398,0.284673214,0
429,0.108398438,0.151264191,0.019197755,-0.309540864,0.187988281,0.038330078,0.092849731,0.039256137,1.840034617,0.24609375,0.128314972,0.068225468,0.421043869,0.335449219,0.132183075,0.061797995,0.512635344,0.316650391,176.3024902,4.479723595,179.4106445,4.264946601,181.2766113,4.164805555,5.875411391,0.864453204,0.091356274,0.398592796,0
430,0.129638672,0.227668762,0.067819411,0.905870912,0.385498047,0.102783203,0.184185028,0.05166987,0.695175069,0.320068359,0.211772919,0.139874241,0.767702607,0.607666016,0.187416077,0.114796877,0.177205856,0.417724609,128.9973145,6.706547248,129.8239746,7.068064831,132.0205078,7.464471142,11.42557851,0.900275923,0.066990686,0.348538236,0
431,0.150878906,0.270866394,0.06743505,0.203603402,0.406494141,0.109863281,0.212200165,0.0782101,0.502049783,0.399902344,0.220207214,0.106833598,0.327497319,0.434326172,0.259162903,0.219858232,1.365321601,0.952880859,129.2363281,10.921207,128.3937988,11.02772831,128.1757813,10.22084551,17.19715982,0.930549128,0.050296804,0.285218676,0
432,0.059082031,0.093341827,0.016419481,0.051598776,0.137451172,0.049072266,0.081562042,0.020194397,0.587587304,0.133056641,0.089859009,0.048034918,0.403672569,0.219726563,0.086883545,0.05382985,0.972334402,0.228759766,119.1345215,2.572905638,117.1606445,2.524793845,114.6245117,2.507435185,4.099557705,0.771946596,0.121561401,0.450206187,0
433,0.141845703,0.317657471,0.148528137,0.939168014,0.693359375,0.047607422,0.164897919,0.092359007,0.95443349,0.383544922,0.251209259,0.109683635,-0.182700656,0.477783203,0.242771149,0.103813163,-0.005023666,0.496582031,190.0949707,7.882251999,205.6953125,13.47498179,214.9091797,18.79907779,13.58241607,0.965918441,0.064162009,0.365917328,0
434,0.058105469,0.087303162,0.015930335,0.530209605,0.119628906,0.049072266,0.08978653,0.02339768,0.373271976,0.137695313,0.093265533,0.052197915,-0.081013042,0.198242188,0.085861206,0.051507956,0.439360203,0.189208984,118.583252,2.000342444,117.2080078,2.098454215,117.8574219,2.129403432,3.822610584,0.77482471,0.139375051,0.481362066,0
435,0.171875,0.271209717,0.056305858,0.049829198,0.372314453,0.112304688,0.21289444,0.055917273,1.412089697,0.417236328,0.208652496,0.111010092,0.466612005,0.501953125,0.211524963,0.107093132,0.186290352,0.47265625,120.1882324,6.254644228,120.9416504,6.370039707,120.3225098,6.238406525,17.63143365,0.831877939,0.056968778,0.272021861,0
436,0.119384766,0.225784302,0.047245782,-0.02314837,0.3515625,0.118408203,0.201568604,0.044982299,0.325610964,0.318603516,0.207767487,0.127533572,0.5258164,0.514892578,0.179019928,0.111907224,0.783707331,0.495605469,135.4206543,5.159000513,136.3618164,5.937783465,137.8227539,6.854182248,14.21214609,0.828277454,0.062039303,0.285416814,0
437,0.10546875,0.162811279,0.028690922,-0.023341103,0.223632813,0.096435547,0.158039093,0.026435025,-0.297850358,0.212402344,0.150390625,0.081633877,0.682882824,0.357421875,0.137123108,0.066530815,1.327413714,0.361328125,176.2583008,4.107108387,179.7890625,4.249820481,182.3024902,4.426819635,9.629911108,0.784434076,0.078350744,0.324437319,0
438,0.385986328,0.459392548,0.044611168,-0.03752017,0.531982422,0.034912109,0.12530899,0.079303158,1.338610343,0.349853516,0.310108185,0.217758949,0.031269725,0.630859375,0.31187439,0.187144593,0.092095814,0.694335938,115.888916,23.85689583,116.4179688,24.85578736,118.7790527,24.87245317,29.90711117,0.974992226,0.081449228,0.360873658,0
439,0.128662109,0.205108643,0.047434635,0.207574094,0.306884766,0.088623047,0.180084229,0.040914217,-0.070192874,0.264648438,0.180007935,0.113753124,0.451324723,0.484863281,0.178314209,0.1251845,1.388019373,0.616210938,159.5996094,4.558360691,161.1208496,4.688884677,161.2780762,4.678279244,12.88081952,0.797851507,0.069879948,0.297952148,0
440,0.064208984,0.235370636,0.1556433,1.608808091,0.689941406,0.074951172,0.260822296,0.103582874,0.276414202,0.480712891,0.196613312,0.133522834,0.597869773,0.507568359,0.237804413,0.168176148,0.610124853,0.632080078,145.9077148,11.10931035,147.026123,11.81101393,147.1455078,11.82674486,12.96421977,0.952553187,0.062604882,0.360224836,0
441,0.118896484,0.188213348,0.030625976,-0.101483278,0.242675781,0.084228516,0.148479462,0.03202094,0.218592546,0.208007813,0.17345047,0.107278155,0.671953739,0.418457031,0.155460358,0.082383995,0.761202005,0.388671875,138.0563965,4.421404911,140.7807617,4.560924493,141.4289551,4.461295299,9.85870083,0.821739359,0.07636501,0.333418827,0
442,0.260498047,0.357681274,0.049747975,0.121146604,0.456542969,0.151123047,0.252960205,0.054487946,-0.035226782,0.372070313,0.287261963,0.119287842,0.013123829,0.579345703,0.244735718,0.137504329,0.275504082,0.583984375,128.5065918,8.402906834,130.5412598,8.513016044,129.3300781,8.245407907,21.41909073,0.882256689,0.047603986,0.258957658,0
443,0.178955078,0.247840881,0.052798501,0.52673611,0.344970703,0.007568359,0.065753937,0.043531826,0.940717962,0.181152344,0.176651001,0.09892187,0.937020595,0.438232422,0.182090759,0.100538689,-0.03507014,0.403808594,114.6855469,6.755151831,106.7131348,7.55645958,100.1276855,8.216851915,2.881033085,0.975287117,0.093256053,0.542342554,0
444,0.569335938,0.73998642,0.079391906,0.031838031,0.889648438,0.061279297,0.535007477,0.395561477,0.386772766,1.237304688,0.623291016,0.211181574,-0.377125721,1.034667969,0.633720398,0.308792921,0.127795439,1.270019531,136.1538086,32.3838184,134.3447266,33.5886524,133.607666,33.58734139,141.7316212,0.93453706,0.042131988,0.220453963,0
445,0.105712891,0.165275574,0.022623715,-0.903490254,0.208740234,0.03125,0.086456299,0.02655217,0.033558644,0.133300781,0.15032959,0.076523045,1.296342213,0.398193359,0.141311646,0.046358298,-0.605432618,0.217529297,119.9509277,5.600971606,119.0695801,5.373890912,116.5983887,5.298611196,4.321003401,0.929777013,0.086943081,0.447072284,0
446,0.041259766,0.079025269,0.017607393,0.755020131,0.131103516,0.045166016,0.082824707,0.013272024,-0.212794463,0.117431641,0.075721741,0.035915708,0.701539862,0.177978516,0.080287933,0.054850062,1.314725941,0.260498047,101.6184082,2.221090976,99.22753906,2.258444094,96.79003906,2.296472839,2.71443728,0.811504824,0.14275858,0.520315599,0
447,0.310546875,0.475509644,0.088899584,0.013228505,0.662841797,0.051269531,0.295349121,0.154848501,0.015211224,0.574462891,0.492900848,0.301627688,0.811407751,1.312988281,0.513763428,0.377156179,1.295542374,1.604736328,152.3605957,38.50098416,156.1679688,40.48588693,157.3469238,40.40997186,75.77128901,0.975786616,0.034277997,0.247623099,0
448,0.122558594,0.188930511,0.03864453,1.236819614,0.325927734,0.039306641,0.078777313,0.023869509,1.04650881,0.163330078,0.116634369,0.062197613,0.155286644,0.254394531,0.145217896,0.084102424,0.388740303,0.359375,131.2404785,5.669273006,128.4189453,5.724149812,123.1220703,5.679530922,5.515591538,0.923403883,0.080596054,0.411256633,0
449,0.155517578,0.218929291,0.042391415,1.20223883,0.34765625,0.108642578,0.166805267,0.024896088,-0.241564309,0.2109375,0.180728912,0.089489563,-0.162082565,0.329345703,0.175804138,0.10133219,0.531593135,0.438476563,102.5446777,5.350412148,101.9538574,5.546771105,100.7905273,5.502402539,10.42261413,0.871758832,0.070335916,0.336680393,0
450,0.059814453,0.096157074,0.017831558,0.573315727,0.146484375,0.043457031,0.112697601,0.048976589,0.955649783,0.258544922,0.086559296,0.054622593,0.633818067,0.253417969,0.091056824,0.049855524,0.869546695,0.237548828,117.3474121,3.145116214,116.5378418,3.334176369,117.1918945,3.625039429,3.237798997,0.876721121,0.137516647,0.499070826,0
451,0.410644531,0.55657959,0.085023802,0.256753912,0.737548828,0.183105469,0.26568222,0.062141864,0.93206507,0.413085938,0.392288208,0.21713649,-0.048187814,0.720703125,0.368930817,0.202062252,-0.022838049,0.685791016,116.2451172,29.98476136,114.4902344,30.61289465,107.2219238,30.05227896,39.39225482,0.979075015,0.052242315,0.32870078,0
452,0.489501953,0.617168427,0.05824934,-0.27702686,0.723388672,0.058105469,0.289169312,0.165392299,0.874285161,0.658691406,0.562721252,0.368130765,0.599486816,1.472412109,0.570827484,0.355309973,-0.151254519,1.133300781,132.5568848,34.87684368,132.2458496,36.14732708,132.7275391,36.42286348,91.29411828,0.963563342,0.036924638,0.226469589,0
453,0.132568359,0.210353851,0.054999172,0.80619622,0.353759766,0.208984375,0.308834076,0.045102182,0.094010583,0.399414063,0.262954712,0.137314309,0.17678316,0.570556641,0.244377136,0.145733166,-0.307256925,0.450683594,123.222168,8.578022927,123.4631348,9.731006557,123.5480957,10.76870336,20.05004704,0.894772427,0.058762,0.286201908,0
454,0.049072266,0.077186584,0.02012556,0.540466936,0.129638672,0.029052734,0.078765869,0.027717606,0.417461929,0.144042969,0.171836853,0.165606967,0.943043656,0.512207031,0.169578552,0.152710929,0.875766794,0.469238281,150.4311523,3.502670053,157.5354004,22.09240662,157.5371094,27.24723305,26.13803953,0.972478217,0.124629619,0.441481368,0
455,0.054931641,0.09500885,0.020504053,1.325637428,0.168945313,0.044677734,0.067546844,0.016968545,1.664366916,0.124755859,0.077724457,0.048011442,0.498420555,0.19140625,0.087146759,0.037639853,0.10612768,0.189453125,119.505127,2.230158408,118.4243164,2.259017201,117.6506348,2.480345511,2.73901644,0.794868885,0.14783692,0.518758102,0
456,0.0703125,0.28282547,0.181197513,1.121181071,0.703369141,0.097900391,0.279380798,0.158311208,0.930817849,0.736328125,0.234844208,0.230583224,1.520521201,0.922607422,0.269233704,0.191670209,1.256973479,0.904052734,149.3327637,13.61992311,139.2626953,12.79888129,130.9868164,12.29036406,30.1010399,0.911257348,0.058915532,0.306305224,0
457,0.219970703,0.31521225,0.046972018,0.656645859,0.451904297,0.114013672,0.211349487,0.046723616,0.496120638,0.320068359,0.22505188,0.118777471,0.081713422,0.471435547,0.243801117,0.13477019,0.027159079,0.521240234,95.7043457,7.939698309,97.25390625,10.10914482,97.25219727,11.96381752,21.34707263,0.911636759,0.046678263,0.265467914,0
458,0.096923828,0.174468994,0.070756984,2.022985407,0.419189453,0.036621094,0.099277496,0.037009063,0.436504674,0.177246094,0.118274689,0.086205108,0.822922922,0.337402344,0.115432739,0.076604165,0.732116804,0.330078125,92.55615234,5.248350861,82.28051758,5.260654305,75.16870117,5.468982752,7.390371079,0.89608375,0.098987583,0.468127741,0
459,0.572998047,0.704170227,0.059920027,-0.0095645,0.824951172,0.183349609,0.405117035,0.183980587,0.575615224,0.793457031,0.514347076,0.330256898,0.398891465,1.208740234,0.525787354,0.268179314,-0.23613257,0.981201172,125.8249512,26.24757936,124.8447266,26.96286167,125.322998,26.84980502,111.9677944,0.924868541,0.038999955,0.195661882,0
460,0.389892578,0.669807434,0.168757753,0.117868884,1.013427734,0.433105469,0.54863739,0.05380538,-0.22531623,0.653564453,0.61207962,0.379974105,0.17636346,1.327880859,0.441360474,0.220044203,-0.471976515,0.842773438,124.6850586,28.10920444,126.3237305,29.73544128,128.3066406,30.29658433,54.89805465,0.966934398,0.038680066,0.230119627,0
461,0.527832031,0.74924469,0.099089742,-0.404253869,0.958251953,0.090576172,0.316928864,0.147105837,1.142157833,0.714111328,0.472557068,0.313742206,0.435976142,1.094482422,0.613170624,0.530908897,1.516828221,2.252197266,147.3852539,30.21202771,149.4211426,31.34084658,148.7333984,31.86836968,67.46813685,0.963066724,0.030766233,0.195569747,0
462,0.234130859,0.351482391,0.053220207,-0.239162515,0.450683594,0.065429688,0.195663452,0.181096975,1.35320848,0.620849609,0.248897552,0.184618898,0.295980284,0.629150391,0.249771118,0.183951688,0.44679828,0.622070313,105.9609375,17.37450644,104.0410156,18.54492743,104.0456543,19.19597522,24.84636007,0.965696932,0.073667131,0.375470356,0
463,0.169677734,0.269939423,0.064427097,1.272145329,0.492675781,0.173828125,0.255004883,0.05399473,1.135059724,0.403320313,0.22127533,0.127280299,0.476334289,0.508789063,0.202342987,0.110186294,0.217862618,0.440917969,115.0214844,6.199446118,115.5114746,6.501492104,114.1699219,6.748114146,18.29476687,0.838478127,0.057731764,0.272394342,0
464,0.301025391,0.478076935,0.1358772,0.759556589,0.755126953,0.103759766,0.237487793,0.142906783,1.465661445,0.657958984,0.284408569,0.167601927,0.371936304,0.755615234,0.307048798,0.176694364,0.106506668,0.729980469,122.9094238,14.14421912,125.0720215,14.39310811,126.8239746,14.23892872,30.67900546,0.929062494,0.051987478,0.262427122,0
465,0.115478516,0.230705261,0.087493188,0.418552625,0.435058594,0.144775391,0.307292938,0.192035105,1.860960399,0.860107422,0.248691559,0.164243827,0.505958742,0.599609375,0.256881714,0.167034422,0.659011493,0.643798828,155.7717285,11.35245841,162.5859375,11.33752573,169.9277344,11.05325586,34.1724852,0.880003016,0.048832037,0.229626164,0
466,0.070800781,0.096168518,0.016918617,0.652519241,0.142089844,0.024902344,0.049999237,0.014224412,-0.031240734,0.073486328,0.080791473,0.057060026,0.801360775,0.239501953,0.101089478,0.051667312,0.97513372,0.275390625,157.1879883,3.009638205,157.1833496,3.142968049,160.2280273,3.50003566,2.072946192,0.909995972,0.13642068,0.561934323,0
467,0.186767578,0.257541656,0.036236206,-0.002468482,0.332275391,0.071777344,0.189403534,0.038020547,-0.765274082,0.265869141,0.193359375,0.113553985,0.973954812,0.518066406,0.210441589,0.139500146,0.39786005,0.498535156,128.8967285,5.717112901,131.0947266,6.22928689,131.0466309,6.698007471,14.14070374,0.860459588,0.059844882,0.290836325,0
468,0.069580078,0.123065948,0.035208724,0.710998638,0.2265625,0.051513672,0.095588684,0.026845409,1.355167192,0.170898438,0.112987518,0.060051572,0.386269499,0.286132813,0.10786438,0.044073593,-0.328171932,0.185058594,131.8359375,3.046183816,129.902832,3.102785383,126.9042969,3.166848094,4.606137015,0.837254699,0.109069615,0.453432744,0
469,0.335693359,0.376495361,0.02134872,0.155987039,0.417480469,0.068603516,0.107055664,0.020643241,0.853708588,0.166748047,0.37449646,0.199509371,-0.433143479,0.783203125,0.353527069,0.191945797,-0.507898461,0.765380859,125.5319824,13.82730233,128.5773926,21.77120165,130.8366699,25.44750711,52.23357682,0.941115729,0.088192113,0.476646005,0
470,0.151123047,0.281608582,0.088722772,0.169315764,0.4453125,0.136230469,0.276374817,0.118588465,0.881993753,0.522460938,0.232517242,0.207882103,1.30901858,0.832275391,0.224914551,0.200470865,1.429484686,0.852539063,107.9831543,11.23062391,107.3666992,10.85692663,107.0932617,10.51053199,16.08925028,0.933531789,0.066176098,0.312011703,0
471,0.731933594,0.772193909,0.020554975,0.189761627,0.817138672,0.022705078,0.09469986,0.061358687,0.874796167,0.251464844,0.555477142,0.174212512,-0.458506025,0.879882813,0.584293365,0.186323389,-0.385522833,0.913818359,134.168457,34.00952649,127.8286133,35.43215929,125.7512207,36.26992143,67.99279376,0.971449651,0.073888386,0.412791412,0
472,0.033935547,0.093559265,0.029597503,0.133395702,0.156982422,0.030761719,0.069705963,0.016475535,-0.216326797,0.1015625,0.102375031,0.059628834,0.282937818,0.241210938,0.091739655,0.039379425,0.089360135,0.183105469,117.1828613,3.011859569,116.2897949,3.237016336,117.7028809,3.341683284,3.465070114,0.882376586,0.122152572,0.502663944,0
473,0.076904297,0.115737915,0.026471598,1.049338695,0.198486328,0.021972656,0.060764313,0.032650874,2.388075229,0.197021484,0.087333679,0.054776485,0.302320065,0.186523438,0.111175537,0.046372411,0.116223816,0.212402344,155.7617188,3.476674419,155.7287598,3.695755196,158.829834,4.004648004,2.608842553,0.912502419,0.121358945,0.528653158,0
474,0.043457031,0.089130402,0.023515465,0.221565376,0.153808594,0.046630859,0.087657928,0.030549039,1.228668312,0.191650391,0.090942383,0.046056475,0.305719964,0.205810547,0.076747894,0.036828443,0.372266172,0.157226563,116.958252,2.150005739,116.0161133,2.183754412,117.1850586,2.298825999,2.97255291,0.799112746,0.144047492,0.511989577,0
475,0.293945313,0.499908447,0.124019762,0.009940188,0.728515625,0.330078125,0.543300629,0.103065126,-0.040512397,0.763427734,0.418502808,0.264619632,0.107975905,0.919189453,0.520633698,0.355681623,0.912121206,1.562011719,129.9516602,22.27221081,129.1757813,23.01125657,131.3208008,23.28667338,82.47248697,0.91952842,0.028621998,0.167379208,0
476,0.190917969,0.271263123,0.034533541,0.185389903,0.341552734,0.100341797,0.157390594,0.039540538,1.68221283,0.314453125,0.207622528,0.131250011,0.426380266,0.507568359,0.192028046,0.110806195,0.293539401,0.442871094,100.3212891,9.660713769,99.390625,9.933826463,99.30297852,10.4974537,9.127193759,0.957984514,0.058478359,0.355110462,0
477,0.075683594,0.119609833,0.0281967,0.411901396,0.182861328,0.123046875,0.190853119,0.042679512,0.583257516,0.298828125,0.159111023,0.097177931,0.429020108,0.359130859,0.133014679,0.08951174,0.67701959,0.357421875,143.359375,11.64951422,135.2155762,10.2211227,127.8261719,9.328664588,9.501364087,0.954471879,0.055743085,0.36411224,0
478,0.080322266,0.133110046,0.029391247,0.210532258,0.21484375,0.042480469,0.115879059,0.02995043,-0.280675213,0.180664063,0.116340637,0.064501874,0.512609537,0.291015625,0.102336884,0.055257038,0.472317824,0.23828125,119.7504883,2.906291961,120.8391113,2.814104333,121.2114258,2.643946934,5.864007582,0.777417746,0.106186689,0.404721614,0
479,0.078857422,0.119022369,0.014838511,0.224084193,0.162353516,0.044921875,0.076850891,0.017868216,0.079307439,0.115722656,0.100704193,0.054849215,0.140631999,0.218261719,0.094421387,0.054521428,0.936376606,0.268798828,135.0029297,3.416054012,135.8581543,3.18323043,135.5393066,3.015652187,3.302408116,0.867786619,0.120278778,0.491493052,0
480,0.075683594,0.136329651,0.035293991,0.391896371,0.223876953,0.076416016,0.113002777,0.022750598,1.177788268,0.185058594,0.138111115,0.090594993,0.837529735,0.385742188,0.122879028,0.0584737,0.463215328,0.260009766,186.5705566,3.18135165,186.9379883,3.27172162,187.0598145,3.207670002,5.594927091,0.830946273,0.105982665,0.429882032,0
481,0.063476563,0.144611359,0.079573765,0.403813092,0.265625,0.018554688,0.056003571,0.045188643,2.540010421,0.229492188,0.099624634,0.082997376,1.569471438,0.353515625,0.084400177,0.065317195,1.929649782,0.309570313,123.2138672,2.063721959,125.4523926,5.266823782,126.2561035,7.61834282,8.095350293,0.884542979,0.205853949,0.659258556,0
482,0.084716797,0.117958069,0.014466054,0.217410703,0.153808594,0.03125,0.079338074,0.021732629,-0.083362747,0.126220703,0.103019714,0.058812226,0.747648746,0.279052734,0.099685669,0.064096372,1.357296131,0.334960938,135.1520996,3.547468354,136.0412598,3.320818972,135.6347656,3.103583228,3.305903959,0.869087612,0.12028009,0.489936031,0
483,0.111083984,0.166862488,0.028095105,0.117946927,0.226318359,0.037109375,0.085765839,0.021914795,0.148514909,0.134765625,0.13779068,0.086504751,1.070679875,0.391845703,0.127490997,0.043408767,-0.803702885,0.192871094,119.9406738,5.40355297,119.0737305,4.986302855,116.5356445,4.825590857,4.294696988,0.919110835,0.090321973,0.449839206,0
484,0.054931641,0.08946991,0.020818445,0.092784165,0.132324219,0.043945313,0.086257935,0.019448528,-0.176738595,0.124755859,0.090965271,0.051914656,0.14781226,0.192138672,0.08757019,0.038454592,-0.274456866,0.163574219,124.2438965,2.172905972,125.4006348,1.906093638,126.3806152,2.089993181,3.320777038,0.794137552,0.153925471,0.514792084,0
485,0.162109375,0.226398468,0.033998227,0.205126861,0.310058594,0.067626953,0.131931305,0.030005954,0.164571724,0.193359375,0.170570374,0.1010706,0.904654026,0.450195313,0.170753479,0.082444283,0.084802382,0.348632813,102.7663574,5.527704638,103.9360352,5.710360163,103.1086426,5.569225526,8.826443019,0.892074558,0.068488271,0.34630686,0
486,0.697265625,0.827022552,0.07024994,0.304261617,0.968017578,0.063964844,0.291351318,0.294425741,1.404604729,0.955322266,0.576534271,0.266896888,-0.062018335,1.125488281,0.592796326,0.301033845,0.291473588,1.221679688,127.9064941,24.48105527,125.737793,25.39574655,124.9348145,25.25938484,113.2675698,0.924148577,0.053845275,0.256691357,0
487,0.675292969,0.706474304,0.019862629,0.41189135,0.748291016,0.047119141,0.097225189,0.031357899,0.79855869,0.171142578,0.603179932,0.273451956,0.662832633,1.3125,0.589103699,0.300042164,0.754584272,1.400390625,130.2114258,33.58556915,126.6923828,34.93707514,121.8208008,35.73519302,89.89207766,0.959058198,0.068815953,0.408273266,0
488,0.188476563,0.425704956,0.136955015,-0.355806639,0.6484375,0.079589844,0.157936096,0.068112988,1.90387404,0.400390625,0.24338913,0.114412857,-0.035558397,0.465087891,0.222496033,0.109556407,0.22708634,0.441650391,129.6606445,7.93568963,130.3410645,15.10457147,131.2612305,19.53698968,12.43406124,0.977284136,0.069172598,0.396086989,0
489,0.3984375,0.498508453,0.065976832,0.302397443,0.623535156,0.111328125,0.256877899,0.095653809,-0.088623384,0.39453125,0.515029907,0.322037176,-0.233816631,1.095458984,0.461555481,0.263052669,-0.620596132,0.874755859,130.3762207,34.93846867,128.3193359,36.1506664,120.3718262,36.19003226,64.58054906,0.973953739,0.058286011,0.336599487,0
490,0.060791016,0.106254578,0.037407692,1.551094463,0.225585938,0.034667969,0.08638382,0.069005644,2.218794651,0.323730469,0.15171051,0.13156911,0.881964382,0.450439453,0.166584015,0.125023199,0.887196309,0.451660156,108.1345215,12.05530143,106.7775879,12.68082474,107.7036133,12.83422497,11.20252169,0.969004132,0.105906567,0.450948128,0
491,0.189941406,0.255363464,0.039812727,0.446901681,0.356201172,0.077636719,0.156143188,0.036349315,0.373827298,0.254150391,0.192615509,0.109579682,0.195570332,0.415283203,0.189491272,0.108694353,0.122682165,0.424316406,140.2956543,6.325886229,136.2089844,6.729045698,131.2670898,7.219118695,12.00475856,0.888683404,0.06083672,0.310347625,0
492,0.189941406,0.236724854,0.028503271,0.318514737,0.298339844,0.123779297,0.208045959,0.059670633,0.484292616,0.351806641,0.193382263,0.101100372,0.193131686,0.420898438,0.183647156,0.103408871,0.55694326,0.423339844,100.8276367,6.214239718,100.9291992,6.047651512,100.2556152,5.778744619,12.9528327,0.871417051,0.063605929,0.306467591,0
493,0.1015625,0.142856598,0.026164828,0.369893387,0.198730469,0.050292969,0.09059906,0.017536629,-0.345154179,0.123779297,0.113201141,0.078138983,0.866406271,0.347900391,0.119155884,0.048636095,-0.414651558,0.198730469,119.2446289,4.533266842,114.8884277,4.750771203,110.1298828,4.985988726,4.005145345,0.926016387,0.094163544,0.473726621,0
494,0.518798828,0.649253845,0.114110927,1.064880479,0.961914063,0.053955078,0.228153229,0.185166848,1.102118491,0.704101563,0.377799988,0.145557798,-0.164491336,0.665283203,0.366703033,0.184062499,-0.141454404,0.724609375,138.7150879,25.03311531,139.2888184,25.21062315,142.0656738,25.3890881,62.50843352,0.948525451,0.051253838,0.316319998,0
495,0.085693359,0.107048035,0.011167096,-0.15753242,0.129882813,0.039306641,0.063884735,0.015594934,0.325296625,0.096923828,0.087360382,0.044108354,-0.013438127,0.181640625,0.07995224,0.054718639,0.389540903,0.191894531,95.30639648,4.203283931,90.63891602,4.233047439,86.76782227,4.231410372,1.286424871,0.964769049,0.134181938,0.63342892,0
496,0.114013672,0.21736908,0.08687874,1.706163528,0.484130859,0.031005859,0.141029358,0.112777835,1.482527293,0.466308594,0.19865799,0.119202533,0.367814165,0.445556641,0.191455841,0.133660451,1.411291441,0.646240234,163.2087402,7.747834361,163.901123,7.882389806,161.9592285,7.561857397,10.67688354,0.929522944,0.092130242,0.422164018,0
497,0.088134766,0.179672241,0.049248921,0.380075573,0.281982422,0.096191406,0.19418335,0.05678867,0.919278704,0.361572266,0.197483063,0.131462835,1.128680967,0.602294922,0.143642426,0.08985387,0.93034283,0.3984375,129.0317383,5.927703143,130.1901855,6.547953474,132.4580078,7.521271549,9.946129378,0.901285581,0.06827145,0.342400209,0
498,0.15625,0.232505798,0.043769255,1.662046983,0.405517578,0.104980469,0.179519653,0.042529612,-0.001785199,0.260498047,0.187156677,0.100614189,0.498077675,0.490234375,0.1772995,0.115938834,0.657750448,0.473388672,134.9755859,5.877566731,137.8054199,5.903809013,137.4414063,5.932150911,13.68225919,0.852102354,0.061972751,0.297380523,0
499,0.1953125,0.396884918,0.115964262,-0.083933851,0.583251953,0.102050781,0.208560944,0.12465968,1.927179431,0.604003906,0.255641937,0.158580061,1.558573416,0.807617188,0.26890564,0.138893058,0.405931342,0.588378906,130.1826172,14.76275106,128.909668,15.16007182,122.6589355,15.41335198,32.5623819,0.93513943,0.054308589,0.279268844,0
500,0.086181641,0.125839233,0.023143428,0.724381404,0.195068359,0.018798828,0.078296661,0.02704397,-0.180281304,0.120117188,0.121795654,0.074832132,0.720421306,0.327880859,0.126529694,0.065652585,0.474505384,0.274658203,176.3310547,4.444291948,179.730957,4.380786203,182.4406738,4.553758314,6.751074735,0.848714254,0.084173848,0.371520362,0
